Sıcaklık,pH,Hg,Pb,Cd,Yağ,K.O.İ,Sülfür,TP/CR,Nitrat,Azot,Fenol,Fosfor,Y.A.M,Siyanür,Organik-Karbon,Çözünmüş-Oksijen,Florür,Tarımsal-Pestisit,Mutasyon (%)
17.594505,8.187200,0.009314,0.013836,0.006064,4.802102,139.539087,7.755679,0.658807,32.109472,1.457622,0.326835,0.040839,0.234133,0.082723,6.570829,3.030807,2.006592,0.042541,58.020136
13.438261,7.183840,0.003530,0.045713,0.004634,0.430887,154.938197,14.104347,1.595554,26.610189,6.657073,0.199114,0.034252,4.775116,0.097171,11.498197,10.436261,0.464783,0.011598,51.976263
11.799180,7.865370,0.009818,0.012451,0.003223,8.731579,31.449334,2.120460,1.544768,19.946251,0.787455,0.159010,0.078736,4.408987,0.099035,16.454243,3.682274,0.391114,0.013355,33.887369
28.123026,8.354558,0.001488,0.060062,0.004315,1.308149,105.228444,14.024693,0.369980,1.194918,4.857348,0.119489,0.017427,0.282161,0.033504,7.962055,3.829264,4.417074,0.001843,52.893263
17.294705,8.467221,0.002181,0.018117,0.000442,6.819544,29.711214,0.136955,1.135529,48.479172,5.846124,0.052870,0.087998,3.112864,0.060160,6.596069,10.222879,1.509075,0.038243,12.619040
25.893940,8.667365,0.008644,0.007578,0.002346,7.782981,110.741654,3.716926,1.040296,8.286174,5.529661,0.353405,0.085322,0.136090,0.098253,11.022718,9.133128,4.871269,0.036331,41.289543
14.776056,8.439598,0.001923,0.053584,0.008305,6.766325,37.735645,17.151196,1.291248,10.205180,5.437923,0.352483,0.032732,4.570196,0.016877,4.002415,1.735195,4.912801,0.014046,42.274453
27.138704,7.947174,0.000669,0.077230,0.003111,5.063819,59.130133,3.229600,0.663892,47.012831,8.433576,0.377149,0.064896,3.952555,0.047610,0.973979,0.211193,3.361974,0.021943,57.229371
20.618900,8.767287,0.001039,0.041170,0.005973,2.022241,153.235942,7.908066,0.421368,5.440180,3.753667,0.347345,0.098362,0.631115,0.063105,19.064861,5.461864,1.701934,0.024901,65.836543
26.365343,8.871917,0.002233,0.043260,0.004116,9.689545,31.541946,2.363279,0.421588,37.000516,4.228923,0.066128,0.016832,4.611006,0.058674,16.351450,9.753969,1.956340,0.048902,25.401298
10.507523,8.624188,0.003055,0.085699,0.006489,7.594844,142.134897,1.312305,1.264223,1.301965,3.411662,0.071652,0.032150,4.290338,0.004331,1.585586,9.095908,1.956175,0.047551,41.399139
24.985375,7.873406,0.006982,0.046948,0.004460,3.863898,190.042496,17.085603,1.605951,31.696743,7.824649,0.123791,0.016077,4.669235,0.022126,1.800334,11.589851,2.344401,0.005952,52.763999
19.172708,8.698618,0.004908,0.070291,0.006191,8.444988,51.137140,18.307575,1.297197,46.711036,9.252905,0.380065,0.083691,2.551292,0.069828,1.525171,4.432196,0.749311,0.046284,35.269435
15.178242,8.298926,0.001243,0.041475,0.001149,7.862256,188.559221,10.324925,0.698022,32.833899,3.142904,0.003551,0.060835,1.553537,0.065021,11.372775,0.674640,2.275589,0.031110,89.622104
19.225868,6.987196,0.005300,0.069136,0.006409,9.249831,156.883001,19.633353,0.229416,29.374508,5.445058,0.009601,0.041888,3.895916,0.062043,18.559882,13.204416,3.172459,0.046888,59.002777
17.862248,8.858965,0.009185,0.009553,0.003755,6.939828,16.562689,10.310954,0.204565,40.668611,7.500308,0.344427,0.070557,0.825923,0.054563,8.971784,5.078051,0.197925,0.025433,22.747103
22.569149,7.955149,0.005037,0.001475,0.007932,0.092619,77.219114,3.794339,1.640955,14.239821,3.727434,0.103863,0.011275,1.383040,0.047990,3.430249,6.032628,4.821269,0.009776,26.732562
26.856661,6.578764,0.000809,0.041539,0.005231,0.207219,56.647904,7.179247,0.247455,46.597104,2.692971,0.084244,0.071457,0.592795,0.022265,19.399897,1.748600,3.135060,0.009653,54.556398
5.280036,8.583484,0.001006,0.068483,0.005772,6.525004,85.367901,0.745828,1.748996,17.202547,1.298801,0.447283,0.053093,1.757937,0.033521,1.867464,7.624279,2.784402,0.033975,32.405994
12.947186,8.359690,0.007344,0.094408,0.005899,8.174133,120.060092,5.646436,1.645716,17.913905,1.510510,0.021578,0.029921,2.474389,0.030748,14.158349,6.177654,1.039752,0.040845,56.916573
18.541775,7.393268,0.007289,0.071622,0.005432,5.596357,154.552845,6.327255,0.939716,11.291911,4.068531,0.134542,0.009462,3.917764,0.019035,7.161588,13.219702,4.844760,0.036490,51.381692
11.539553,6.522715,0.000542,0.007798,0.001653,8.709556,120.916074,4.343190,0.758406,28.237536,5.763869,0.247071,0.084119,1.882806,0.020094,5.482793,12.862517,3.165471,0.045209,31.028283
5.754250,7.049914,0.006676,0.050997,0.007151,2.531157,155.130344,5.478960,0.932001,13.041712,2.693738,0.454429,0.093786,4.900701,0.071896,14.842341,1.924683,0.989909,0.007873,78.914543
8.083966,8.811545,0.005656,0.036368,0.001898,9.166883,197.891477,6.218750,1.185106,4.871236,9.759467,0.139773,0.030642,0.894740,0.088180,15.676327,8.244311,2.152796,0.037309,65.766662
9.258823,8.034096,0.003590,0.066670,0.006742,5.851029,106.417050,7.499631,1.718224,32.303364,2.608218,0.185042,0.033855,2.039121,0.002068,17.296553,1.750084,4.949709,0.037413,65.652361
9.459923,8.820550,0.005366,0.071582,0.006287,6.246179,33.815949,9.182567,0.478900,32.928503,8.946575,0.226509,0.002991,2.989918,0.070657,2.859580,12.788235,2.818653,0.043047,12.169675
13.606670,7.092889,0.007806,0.079597,0.009873,7.295494,66.040760,11.682574,1.284893,18.794624,0.872799,0.374901,0.042478,4.648395,0.047400,15.786842,8.939212,1.414595,0.025527,40.781858
20.370958,7.903075,0.006818,0.068078,0.002628,6.879573,18.965492,1.031772,1.388595,26.003505,2.801017,0.053295,0.071321,1.058814,0.021485,14.777812,12.402264,3.992767,0.048814,19.721135
12.526164,7.849270,0.002027,0.016844,0.001668,9.442394,68.517903,7.565608,1.955205,41.205378,9.874677,0.415910,0.063720,0.482819,0.096290,12.757815,4.918006,3.012064,0.040402,39.465621
15.857201,7.523735,0.004030,0.096698,0.004835,6.799298,43.057984,14.184930,1.185272,14.500064,7.375284,0.009628,0.031072,4.313981,0.024025,7.526891,2.818698,2.761848,0.002174,44.361671
23.499843,7.395207,0.009233,0.024940,0.003293,4.833942,137.318753,16.439231,1.347350,20.155715,0.511569,0.024390,0.061910,0.472114,0.086217,16.991736,4.703636,1.348055,0.037703,59.679549
14.195935,8.236765,0.002052,0.060563,0.003781,6.116098,126.125599,14.937596,0.933944,12.217446,9.033447,0.025860,0.006619,2.012481,0.079256,1.248897,8.792693,2.600989,0.033125,36.168433
10.510708,7.307754,0.009451,0.093570,0.000716,4.787457,117.865370,12.139883,1.946105,25.937422,6.967807,0.203825,0.081522,0.539798,0.000855,10.825636,0.016413,4.597915,0.026096,81.169346
21.530924,7.444310,0.008864,0.062452,0.003305,8.967733,141.415584,15.640030,1.586431,36.723447,0.394758,0.473319,0.040298,4.143998,0.028286,13.758142,7.784723,4.338200,0.046433,61.551939
8.974007,7.438033,0.004363,0.036027,0.007712,3.797359,93.554924,10.673249,0.468227,13.764189,5.309587,0.436190,0.091712,4.459867,0.089691,4.828402,4.849097,0.788368,0.024766,44.489823
20.294761,6.727520,0.009066,0.055802,0.008207,5.952520,195.464349,10.495830,1.778957,16.169568,8.200305,0.269967,0.056866,4.141202,0.071273,1.895227,12.963528,3.483421,0.011375,51.628457
25.266883,6.899218,0.006247,0.060504,0.006235,3.556374,53.386963,11.392694,1.547344,48.574205,8.153691,0.312986,0.093985,1.605058,0.082092,2.016021,8.984342,3.667195,0.025286,25.442323
21.523647,8.394209,0.009221,0.050813,0.009793,7.159235,120.934703,4.530233,0.563785,11.087506,4.803935,0.321721,0.029992,0.763684,0.066304,11.435232,0.097137,3.606793,0.045145,81.065330
18.338417,7.555205,0.003606,0.078417,0.003547,2.503855,42.236132,0.885758,0.250604,26.053033,3.219943,0.402775,0.061965,3.947895,0.021437,11.825925,3.487470,0.240058,0.033390,45.023828
23.807521,6.596097,0.009254,0.042168,0.003021,0.297180,192.074879,7.422592,1.338350,14.129494,9.664538,0.240414,0.091779,0.504474,0.058050,7.500497,3.598429,4.441369,0.002586,72.693881
24.476373,6.746918,0.009504,0.007976,0.006817,7.243594,32.172929,14.992321,0.432473,37.690794,5.715982,0.074272,0.019558,0.728881,0.073903,15.306144,0.128192,0.702020,0.046911,53.801761
20.225661,6.501277,0.007167,0.043507,0.000700,8.830445,163.519194,13.299150,1.410161,11.261038,1.766646,0.435747,0.010460,2.079503,0.015544,11.755578,1.443899,0.242714,0.027968,84.505120
12.495246,6.668275,0.005943,0.005344,0.003886,2.474825,185.959925,0.476437,0.442592,3.209271,1.699314,0.031845,0.079767,3.902092,0.007900,3.296092,11.104081,2.433094,0.015265,47.780284
19.609515,6.892738,0.006151,0.006154,0.007516,9.220273,142.457211,18.932933,1.341420,37.653401,3.317054,0.397726,0.089628,0.410490,0.042395,3.599156,7.427721,0.731480,0.009308,46.383036
9.673384,7.659769,0.006962,0.014022,0.008380,6.895724,156.945710,2.886685,1.018803,46.972855,2.874466,0.267954,0.001284,3.049445,0.087694,16.911498,7.139510,0.338571,0.026899,57.033671
13.107175,7.096621,0.001623,0.060548,0.005739,1.250502,174.582970,5.153032,0.233499,9.023027,4.709622,0.098304,0.077981,2.050487,0.041365,19.841353,0.069580,1.006056,0.017158,96.013289
18.854888,7.051784,0.008265,0.080517,0.008661,1.444682,21.473904,13.414770,1.665077,42.974936,3.269858,0.113508,0.003873,1.728195,0.092190,16.377589,1.798921,4.062365,0.009719,48.445263
25.969168,7.665504,0.001177,0.044379,0.004953,3.985880,105.823035,3.524362,0.877730,22.591254,6.795107,0.094704,0.020639,3.059464,0.015127,3.892531,7.297812,0.668321,0.044979,35.991591
11.127843,7.142693,0.003376,0.065027,0.004202,3.973385,77.592684,8.796485,1.739631,47.897677,8.706759,0.499884,0.005707,0.882546,0.011717,8.045193,7.451517,1.541089,0.035974,38.474580
20.638018,8.455517,0.008315,0.056951,0.008378,2.396289,153.371372,12.504294,1.697106,39.952574,9.162357,0.437156,0.088500,4.335116,0.029088,4.910347,6.240784,0.664490,0.017003,56.472023
14.725205,6.899986,0.004150,0.056259,0.009808,9.256259,155.690428,6.558939,1.612263,9.432762,7.842541,0.312055,0.083295,0.197984,0.005701,4.984247,1.442869,0.710660,0.000606,75.673937
10.717699,8.242302,0.007920,0.044740,0.000523,1.285540,64.454920,3.407708,0.262282,32.645264,4.789364,0.449474,0.005031,4.132684,0.037841,10.182256,6.917462,1.228493,0.006246,39.122481
7.880760,7.254469,0.007614,0.016673,0.001111,5.938853,25.760611,19.820185,1.623256,15.972963,5.124152,0.145895,0.093774,3.140405,0.054939,5.209482,10.013227,1.868889,0.032761,11.391597
5.484802,7.861669,0.005907,0.079043,0.002762,5.042323,147.612689,19.752760,1.955243,49.157076,8.498535,0.101934,0.092702,1.686951,0.064617,19.530217,13.074994,3.532710,0.009825,52.753258
28.346530,8.928432,0.006996,0.003898,0.009905,8.315488,70.152774,6.817549,1.500069,6.306669,9.469744,0.194780,0.062666,2.046513,0.062416,18.115884,6.983560,1.169836,0.026679,37.320359
15.164293,8.070968,0.009500,0.007746,0.009815,9.816865,17.486861,3.393298,0.129442,28.920009,6.891307,0.092326,0.062642,0.872436,0.004931,18.728764,9.952560,1.580508,0.006563,20.116787
13.651622,8.999723,0.006595,0.044579,0.000336,9.821726,50.527744,12.217113,1.656491,13.530931,0.947949,0.212922,0.056182,1.648978,0.079713,6.102248,6.444938,3.840202,0.031860,29.490391
16.451913,7.399903,0.007025,0.072357,0.000602,2.256439,34.954222,10.327867,0.550223,23.142872,5.347607,0.000815,0.099543,4.942438,0.090658,2.526287,5.954986,1.612276,0.029984,21.402147
5.358485,7.939928,0.005233,0.074358,0.007825,2.058487,68.397298,19.876385,1.620169,28.291821,7.143186,0.013070,0.005979,0.541689,0.085404,13.499789,0.676878,2.391748,0.023354,62.072798
9.609170,8.084387,0.009822,0.065332,0.001585,4.019035,3.092708,13.508113,1.995375,2.177723,7.337658,0.369424,0.042078,1.446545,0.081707,18.942113,13.470293,4.052968,0.044530,20.040647
20.742850,6.789764,0.002466,0.025319,0.002742,5.083751,103.849425,7.212606,0.826707,41.914989,2.438404,0.250710,0.029670,4.766253,0.092537,19.414907,3.311291,4.590179,0.032387,57.010390
6.429675,6.731649,0.009335,0.054927,0.005167,0.715542,23.750506,6.397917,1.812468,8.034213,8.510520,0.379307,0.030906,1.007246,0.072293,1.815895,8.405917,2.108472,0.036255,12.273324
23.309295,6.543925,0.002986,0.018866,0.000382,8.232004,177.281827,15.515550,0.321471,1.527164,8.878404,0.291893,0.081804,0.931060,0.025293,9.094419,9.866306,3.035638,0.020975,55.337558
17.654041,6.570186,0.009803,0.037909,0.004138,9.560272,125.803044,1.466991,1.779479,1.435429,3.195667,0.092449,0.098314,0.215606,0.005297,6.237577,11.811602,1.551280,0.037086,39.000756
19.335339,7.772809,0.002668,0.091521,0.007407,5.414655,101.718943,3.260663,1.634325,36.957668,0.154294,0.442699,0.074085,2.817058,0.035042,5.269678,11.489860,1.927809,0.010778,39.643774
28.514377,8.053443,0.009699,0.019842,0.000172,9.378868,54.607052,1.105490,0.450074,48.048092,5.945365,0.171292,0.058748,3.657676,0.072338,19.090544,11.254402,3.558961,0.021284,32.166974
8.038318,6.725235,0.008058,0.034396,0.003095,2.604900,99.138260,6.235211,0.304615,41.889291,5.226490,0.232317,0.049549,2.629782,0.066313,13.069937,3.326663,3.738028,0.020219,50.805498
8.328405,7.735326,0.002934,0.050146,0.003082,4.476531,149.037294,15.372177,0.526855,30.209836,6.332942,0.476757,0.028309,0.068697,0.091439,18.653076,8.983881,1.280300,0.014445,59.864171
17.075315,8.715370,0.006973,0.023389,0.003791,0.136431,132.128412,7.263354,1.763355,34.865357,1.473169,0.455599,0.087682,3.786094,0.054630,7.904622,12.906962,4.271701,0.043261,45.946151
15.419213,7.756292,0.008388,0.029293,0.000959,8.985264,34.404256,6.495209,1.806947,21.117041,9.036237,0.474526,0.027773,1.091428,0.082215,7.185814,0.602520,2.580505,0.006004,52.024317
29.227209,6.825995,0.005414,0.087360,0.002669,7.482818,68.589520,3.075661,1.673251,26.922668,0.954323,0.170053,0.053065,0.354746,0.013991,16.808465,10.583449,4.335144,0.010194,39.943340
17.667205,7.117383,0.004030,0.090960,0.007210,9.646382,159.283852,8.587472,1.457846,24.594783,8.909884,0.480445,0.023701,1.971950,0.039849,0.778557,12.460293,2.325821,0.021411,47.709517
17.498760,7.653044,0.009536,0.046730,0.007639,1.440117,108.905014,12.312609,0.451503,48.924952,1.421179,0.045295,0.071403,4.844747,0.077674,16.412963,1.431079,4.017204,0.008103,68.244846
12.277888,8.371724,0.008647,0.035049,0.004101,7.769883,119.421418,7.561649,1.028763,0.356623,3.984830,0.007537,0.033898,1.785756,0.055968,1.315516,2.252708,3.269000,0.030493,51.295752
29.642727,7.162299,0.006134,0.035075,0.008032,3.538008,184.529794,18.364032,0.174643,49.658683,4.509877,0.275154,0.099075,2.083549,0.082000,5.795453,2.821114,3.216615,0.037497,74.219431
18.206187,6.528488,0.008412,0.068808,0.000208,1.403997,46.680377,17.174051,1.705505,2.701006,2.385041,0.041106,0.073606,3.726381,0.024997,9.362308,3.792020,0.307617,0.049801,37.628925
10.382688,6.915390,0.002857,0.094340,0.007990,1.627501,10.261610,1.511017,1.546680,26.660380,7.042784,0.457137,0.046623,0.588702,0.057919,3.715628,2.474887,3.547569,0.047601,37.532555
14.895168,8.710173,0.001585,0.044071,0.001289,2.788758,14.426065,7.377424,0.135031,9.115123,5.039174,0.255792,0.015186,0.867618,0.010749,12.939712,8.378955,4.458272,0.042906,18.410883
24.015869,7.192633,0.007959,0.013150,0.009160,7.584737,126.420047,4.940868,0.639166,32.975876,1.233467,0.164290,0.093944,2.112300,0.074835,1.087533,13.425191,1.020475,0.044139,30.709490
12.317372,8.586353,0.009632,0.029993,0.009416,5.910519,75.664715,0.505621,1.046220,43.544024,4.273762,0.259177,0.054731,4.716755,0.082927,6.115412,0.793606,3.790294,0.044377,55.914844
24.832515,7.590621,0.008875,0.087628,0.004433,5.849630,181.810848,7.433176,0.149085,21.530486,3.111885,0.067714,0.042349,1.510429,0.025719,0.940886,12.621777,3.556510,0.025243,49.958627
10.762395,8.775308,0.000674,0.067335,0.003169,1.922273,121.621548,9.088065,0.186914,39.952883,0.622811,0.236459,0.015017,4.005393,0.089881,7.440714,4.389562,4.981115,0.020268,52.071302
18.193519,8.502907,0.003458,0.021654,0.003336,4.384853,117.637920,11.262208,0.865393,42.464437,2.433420,0.347698,0.099502,2.669089,0.021944,4.642914,5.805432,2.859260,0.012625,46.279220
8.335672,8.678363,0.006936,0.006951,0.002407,0.132410,162.219594,8.641979,1.898751,36.542937,3.977754,0.244368,0.008921,3.512104,0.025963,7.761832,8.284182,1.482047,0.025328,46.923977
18.623383,8.664854,0.008238,0.039262,0.005093,2.032551,25.066577,5.684212,1.130504,29.215595,0.134078,0.467053,0.077463,2.365494,0.077629,14.334108,1.616131,1.935497,0.026732,49.105615
6.347015,7.895665,0.004574,0.096991,0.004914,3.275631,26.908254,0.799937,1.168296,21.268122,2.985139,0.336539,0.044773,4.762109,0.082753,5.539790,6.581780,2.553843,0.032896,25.713353
6.195226,7.129787,0.008249,0.094695,0.001874,1.634615,98.627551,9.362009,0.742830,7.423925,4.891675,0.399010,0.029144,4.253802,0.077317,18.337099,7.445438,0.394086,0.017191,52.937669
14.237558,8.204303,0.002710,0.050722,0.006771,8.937534,10.427338,5.476415,1.227675,8.635266,0.111371,0.158621,0.016310,3.771070,0.055549,16.101782,12.793972,2.974543,0.034109,18.230111
24.222287,8.354324,0.001381,0.075112,0.008829,2.052287,154.217788,12.942476,1.586083,21.067434,1.825204,0.147322,0.035249,0.584958,0.060605,18.501345,7.837141,0.750009,0.021473,62.517814
17.741158,8.350311,0.006141,0.025657,0.008715,2.578097,155.077190,18.551157,1.289620,25.793894,4.989208,0.242729,0.011577,2.525251,0.014143,10.483778,5.367069,4.743063,0.031472,60.288103
18.091551,6.823249,0.007349,0.079222,0.004045,4.091808,54.589393,7.680100,0.348244,14.324899,8.982233,0.418036,0.054709,0.869104,0.015742,12.501960,7.628356,1.622438,0.047749,41.255385
11.725017,6.627837,0.007728,0.025005,0.005192,2.961289,134.061802,14.784083,1.906229,29.081388,7.882524,0.499267,0.006762,0.491292,0.020870,19.260188,12.354605,4.311029,0.000521,51.130320
14.612565,8.750604,0.003026,0.085868,0.002864,3.712724,84.168768,8.696163,0.742328,14.439214,5.275861,0.486261,0.083851,2.215192,0.013224,10.073214,5.101990,2.042524,0.020765,49.441379
26.037945,8.892184,0.004775,0.091639,0.006462,7.684513,122.647302,5.654884,0.780663,31.243745,9.699279,0.426854,0.069760,1.834887,0.045883,9.932300,0.439650,3.738472,0.021219,82.410548
5.477153,8.684685,0.008387,0.010467,0.007833,9.701333,182.551864,6.799647,1.386025,14.779995,3.438023,0.285126,0.095423,4.501806,0.031028,15.521336,1.689856,1.500080,0.049906,78.738022
16.106579,8.844310,0.008315,0.099435,0.005666,2.473129,128.250192,12.323681,1.538615,11.222738,9.555431,0.278742,0.058376,1.773659,0.037615,14.519919,0.700542,4.110865,0.004589,85.522210
8.362181,7.326615,0.005314,0.027943,0.001394,6.962455,116.629170,9.663219,0.312891,47.365271,9.265174,0.093734,0.098616,2.644007,0.015611,16.396866,4.089304,1.992039,0.006459,55.725683
25.987709,7.422337,0.006682,0.050078,0.006023,9.311999,188.726798,12.224098,1.648498,3.505518,1.766709,0.196268,0.083678,3.028031,0.065930,18.121897,11.766057,0.433955,0.049108,65.572644
17.438450,7.201087,0.008677,0.050774,0.004009,3.232870,76.077323,12.263414,0.346462,5.874539,8.985124,0.346146,0.026976,1.142509,0.087564,10.371941,8.270852,3.674796,0.023008,38.173046
5.451743,7.512121,0.000744,0.069302,0.005053,1.296163,158.197309,8.662610,1.112094,48.015166,4.786066,0.032509,0.076320,4.567161,0.048162,10.771529,13.886185,4.272900,0.013188,48.066993
23.072578,8.810504,0.000308,0.082354,0.003319,0.520645,167.566018,0.590982,0.564184,2.472354,7.876178,0.399991,0.056059,4.275167,0.003599,17.592433,9.548331,2.501749,0.014206,65.860612
9.124497,8.006393,0.003065,0.032591,0.007787,3.544319,4.345828,12.613505,0.945399,42.693105,9.589353,0.088584,0.035255,2.278336,0.080904,12.742710,5.608148,2.972865,0.007791,21.480346
6.099207,6.558669,0.000509,0.004366,0.002398,8.188085,46.434229,4.670590,1.708670,15.413021,0.654943,0.480482,0.084879,4.381684,0.019687,11.765667,8.201962,2.934986,0.045388,26.870107
10.554985,7.689799,0.002215,0.092250,0.005580,6.173753,153.996843,14.160847,1.044927,15.689007,4.366584,0.035729,0.016643,4.323304,0.064657,18.546058,7.377040,4.943799,0.014224,64.131254
11.224152,8.241773,0.005642,0.001861,0.000520,9.614940,80.969433,6.459169,0.308075,27.457786,7.065373,0.084508,0.072839,0.863839,0.032839,2.674363,2.661047,1.545716,0.031893,35.985472
9.421061,7.686723,0.002976,0.052652,0.006237,3.288353,149.601001,1.037300,1.315317,47.376565,5.797354,0.415755,0.058296,0.094264,0.066676,8.488376,4.036957,4.028385,0.020110,64.486302
19.802684,8.061326,0.006765,0.036508,0.000475,3.013040,77.086187,12.661936,1.141244,16.579090,7.187124,0.383735,0.081454,4.930687,0.053252,16.892169,10.152785,0.209236,0.025915,41.122703
28.514109,6.544881,0.001453,0.066457,0.007459,9.015171,20.037929,15.703980,1.671982,29.194505,3.818829,0.181835,0.050930,0.906828,0.041089,9.698850,10.131678,0.172081,0.047820,19.318125
28.920375,7.600103,0.000736,0.072299,0.004638,5.697677,81.972881,18.400190,0.528067,32.807536,2.424272,0.225986,0.085404,3.925092,0.070282,14.707481,2.182465,4.864566,0.033411,58.588463
14.293400,7.386158,0.003816,0.090138,0.007166,9.053797,140.833405,5.987184,1.406249,15.350899,8.735356,0.325933,0.051765,2.463738,0.082084,10.051234,2.784506,4.226954,0.021037,68.464722
6.213949,7.088166,0.009370,0.022772,0.008218,9.572428,182.012327,1.593453,1.223479,32.726827,2.395001,0.486933,0.064448,0.584931,0.076159,6.400187,3.181397,0.439751,0.016922,73.089459
19.737840,8.838944,0.002709,0.043333,0.007790,7.001163,46.966100,2.117394,0.954529,47.757692,2.890520,0.443267,0.031238,3.464705,0.000435,9.799451,2.555136,2.775211,0.026739,47.987194
29.914682,8.610587,0.002262,0.028020,0.002955,5.501193,38.561330,8.003526,1.427748,20.898068,4.979166,0.185665,0.099587,0.588273,0.092303,19.478661,7.398704,0.925455,0.023945,33.721289
21.131305,7.160550,0.003957,0.086631,0.000197,5.810283,103.397890,17.693384,0.140573,25.799066,1.819666,0.311865,0.023451,3.401861,0.096701,5.481668,8.729338,1.928970,0.012622,44.435250
13.659554,8.434423,0.002407,0.093018,0.000934,4.983137,185.294732,12.259024,1.207603,4.641622,8.900977,0.017736,0.092283,4.374411,0.004486,19.536918,2.758054,1.675500,0.040167,85.524868
9.383553,8.671621,0.009745,0.097940,0.008641,6.233604,54.556271,6.740265,0.487402,17.458440,8.957818,0.185956,0.091646,3.038383,0.061214,19.492830,5.711033,0.255456,0.004221,45.191359
29.305386,7.160992,0.008356,0.094973,0.002660,2.373688,134.493243,6.930650,1.988450,46.482662,0.488145,0.138754,0.087130,1.766873,0.097133,11.458025,13.679185,0.518246,0.012411,49.658825
14.776271,8.972275,0.006376,0.049659,0.001209,5.523922,19.371704,3.424511,0.312624,11.870941,8.080844,0.100849,0.055078,2.157597,0.002349,16.680433,4.895090,2.467502,0.049825,30.814210
13.011486,8.251284,0.002342,0.097816,0.002678,4.436569,54.621304,6.463989,1.481181,34.565633,7.552097,0.217898,0.095967,1.546633,0.086529,6.577635,11.470366,0.825010,0.023225,28.670191
24.124718,7.502787,0.001527,0.033357,0.008388,4.238998,107.727560,17.235913,1.629482,49.999529,9.931039,0.119739,0.011977,2.646673,0.097899,4.528418,0.872096,1.901900,0.020330,60.924540
25.870785,7.431090,0.008624,0.064198,0.006029,7.165341,133.783349,8.830742,1.892427,11.110737,3.253901,0.077564,0.029599,3.135677,0.054804,16.375477,8.947173,0.927864,0.023777,52.464028
6.428143,6.980915,0.006240,0.035412,0.006759,6.583545,164.205555,5.472229,1.176663,3.062940,0.753181,0.054291,0.080070,3.347100,0.005904,4.667514,13.450755,2.638654,0.016909,44.266054
14.185881,6.849655,0.000692,0.094060,0.004462,4.321865,148.353541,19.081331,1.044863,46.566426,6.380408,0.430857,0.016642,3.448563,0.006844,14.593642,7.324316,1.608060,0.045317,66.001697
16.592156,6.839701,0.005921,0.078238,0.001356,4.971904,64.991767,10.806070,1.984994,40.523212,0.843127,0.426891,0.088582,0.464201,0.038167,14.971928,10.575407,0.650144,0.025765,38.702778
8.057533,6.647648,0.000141,0.063126,0.006224,1.256106,116.695511,5.816527,0.432533,28.747664,8.350685,0.070911,0.072571,1.429024,0.049602,6.705920,10.419743,4.853450,0.020296,36.132889
21.972947,6.858804,0.008917,0.087994,0.000326,9.314467,55.153937,12.866719,1.625561,46.247382,4.359870,0.261742,0.062525,1.547000,0.021467,5.390663,5.930406,2.948780,0.017590,33.884597
11.620289,7.445958,0.009609,0.073718,0.007960,0.745246,39.345781,7.107831,0.267930,13.751880,1.919453,0.201734,0.041330,3.810220,0.096439,19.021839,10.005076,4.347564,0.001476,30.054341
9.593625,7.048036,0.009983,0.015114,0.008573,9.407572,74.705136,13.894429,1.446254,23.736527,8.978827,0.213000,0.047561,3.762608,0.032005,17.272485,6.249139,2.587613,0.027091,40.699334
25.482532,7.288990,0.005200,0.075528,0.007698,1.349179,160.166923,12.523523,1.873508,22.298741,5.040437,0.456943,0.042840,3.618670,0.096853,12.604756,9.898626,2.528164,0.011104,65.392043
11.802433,6.879204,0.003393,0.085661,0.009379,4.463292,174.885634,9.976815,0.839722,0.624971,2.805125,0.298566,0.080835,0.112359,0.026653,8.231238,8.636969,4.609509,0.005477,61.403656
19.932461,8.009443,0.002779,0.080725,0.005975,6.307524,98.688898,10.670254,1.341112,4.061804,6.159568,0.430585,0.008794,1.183482,0.016496,15.140671,2.980737,0.226265,0.011965,64.303091
10.300495,8.975906,0.002354,0.038714,0.000752,1.122654,120.771338,18.621694,1.558025,12.280389,8.079442,0.167920,0.072176,0.405067,0.042399,6.873459,2.668670,0.318188,0.043520,53.098942
5.719556,7.414131,0.008522,0.062283,0.004041,0.402280,114.501193,14.673453,1.791938,16.466305,3.081488,0.281431,0.047038,1.111002,0.053922,19.701279,13.660752,1.157592,0.031782,45.251297
13.974416,7.539436,0.000527,0.091185,0.005714,2.335588,101.002507,2.582822,0.658798,17.186592,7.207972,0.279872,0.016190,1.600280,0.033402,13.118260,1.927523,2.818901,0.035741,64.815210
10.355235,6.841207,0.006498,0.004959,0.005848,6.555064,121.212226,19.022766,0.213773,17.545735,1.578424,0.414117,0.060668,1.483727,0.043774,16.213611,5.319131,3.642420,0.035726,55.319357
14.017420,8.174766,0.003298,0.090399,0.009695,4.540702,144.529681,8.022154,1.170638,36.398191,0.373497,0.385506,0.048525,1.096193,0.043349,15.921578,11.901679,3.375467,0.036978,57.326464
23.905115,7.710730,0.005052,0.046733,0.008718,5.346550,53.943106,15.330006,1.717000,4.081378,3.777258,0.057149,0.077668,0.054093,0.048985,18.500039,10.433412,1.568127,0.012928,29.925581
21.273276,7.360055,0.009912,0.039901,0.002453,7.030395,70.827803,9.183343,0.551417,13.536603,3.752967,0.172318,0.013221,2.693280,0.097839,10.489065,2.836217,0.870205,0.008234,51.060839
